,headline,clicks,impressions,click_rate,processed_headline_nostpw,processed_headline_stpw,headline_tokens,entities
5502,young punks punked giant corporation easy money bilking,91.0,2543.0,27.945054945054945,young punks punked giant corporation easy money bilking,young punks punked giant corporation easy money bilking ,young punks punked giant corporation easy money bilking,[punks]
5503,note giant corporation mess young punks brains money,76.0,2790.0,36.71052631578947,note giant corporation mess young punks brains money,note giant corporation mess young punks brains money ,note giant corporation mess young punks brains money,"[mess, punks]"
5504,remember time little guy defeated big fancypants corporation game ,48.0,2762.0,57.541666666666664,remember time little guy defeated big fancypants corporation game,remember time little guy defeated big fancypants corporation game ,remember time little guy defeated big fancypants corporation game ,[guy]
5505,cut power bill half stop town robbed blind,43.0,2621.0,60.95348837209303,cut power bill half stop town robbed blind,cut power bill half stop town robbed blind ,cut power bill half stop town robbed blind,[bill]
5506,story david vs goliath time david way smarter corporate goliath ,59.0,2779.0,47.101694915254235,story david vs goliath time david way smarter corporate goliath,story david vs goliath time david way smarter corporate goliath ,story david vs goliath time david way smarter corporate goliath ,[david]
5507,powerful weapon world one million people don t know use,63.3,2199.9,34.753554502369674,powerful weapon world one million people know use,powerful weapon world one million people don t know use ,powerful weapon world one million people don t know use,[]
5508,think it silence dangerous really dangerous ,10.0,4323.0,432.3,think silence dangerous really dangerous,think it silence dangerous really dangerous ,think it silence dangerous really dangerous ,[it]
5509,bunch young geniuses made corrupt corporation freak big time time round two ,140.8,4350.6,30.899147727272727,bunch young geniuses made corrupt corporation freak big time time round two,bunch young geniuses made corrupt corporation freak big time time round two ,bunch young geniuses made corrupt corporation freak big time time round two ,"[geniuses, corporation]"
5510,piano playing beautiful i m glad somewhere play now ,65.0,2880.5,44.315384615384616,piano playing beautiful glad somewhere play,piano playing beautiful i m glad somewhere play now ,piano playing beautiful i m glad somewhere play now ,"[i, glad]"
5511,everything syria emergency room 'normal' hospital visit looks like,43.25,2871.75,66.39884393063583,everything syria emergency room 'normal' hospital visit looks like,everything syria emergency room 'normal' hospital visit looks like ,everything syria emergency room 'normal' hospital visit looks like,"[everything, visit]"
5512,meet fox news doctor probably definitely failed sex ed,184.5,2860.75,15.505420054200542,meet fox news doctor probably definitely failed sex ed,meet fox news doctor probably definitely failed sex ed ,meet fox news doctor probably definitely failed sex ed,[]
5513,professional musicians record widow's song wife heartbreaking amazing ,222.5,6697.0,30.098876404494384,professional musicians record widow's song wife heartbreaking amazing,professional musicians record widow's song wife heartbreaking amazing ,professional musicians record widow's song wife heartbreaking amazing ,[wife]
5514,pastor asks politician supports gay marriage think expecting reply,259.0,2905.0,11.216216216216216,pastor asks politician supports gay marriage think expecting reply,pastor asks politician supports gay marriage think expecting reply ,pastor asks politician supports gay marriage think expecting reply,"[pastor, politician]"
5515,pastor asks politician supports gay marriage think expecting reply ,208.0,2815.0,13.533653846153847,pastor asks politician supports gay marriage think expecting reply,pastor asks politician supports gay marriage think expecting reply ,pastor asks politician supports gay marriage think expecting reply ,"[pastor, politician]"
5516,pastor asks politician supports gay marriage expecting response ,208.0,2575.0,12.379807692307692,pastor asks politician supports gay marriage expecting response,pastor asks politician supports gay marriage expecting response ,pastor asks politician supports gay marriage expecting response ,"[pastor, politician]"
5517,pastor asks politician supports gay marriage seems prepared reply,204.0,2717.0,13.318627450980392,pastor asks politician supports gay marriage seems prepared reply,pastor asks politician supports gay marriage seems prepared reply ,pastor asks politician supports gay marriage seems prepared reply,"[pastor, politician]"
5518,here's f word that's okay say around children really hard explain,143.75,2787.5,19.391304347826086,here's f word that's okay say around children really hard explain,here's f word that's okay say around children really hard explain ,here's f word that's okay say around children really hard explain,"[word, that]"
5519,never guess quarter world's prison population,71.75,2790.75,38.89547038327526,never guess quarter world's prison population,never guess quarter world's prison population ,never guess quarter world's prison population,[]
5520,never thought i'd see day even broad daylight dangerous love,93.6,2675.6,28.585470085470085,never thought i'd see day even broad daylight dangerous love,never thought i'd see day even broad daylight dangerous love ,never thought i'd see day even broad daylight dangerous love,[i]
5521,days broad daylight dangerous love,87.0,2633.0,30.264367816091955,days broad daylight dangerous love,days broad daylight dangerous love ,days broad daylight dangerous love,[]
5522,possible broad daylight dangerous love ,86.0,3137.0,36.47674418604651,possible broad daylight dangerous love,possible broad daylight dangerous love ,possible broad daylight dangerous love ,[]
5523,pastor asks politician supports gay marriage seems prepared reply ,219.25,2766.75,12.61915621436716,pastor asks politician supports gay marriage seems prepared reply,pastor asks politician supports gay marriage seems prepared reply ,pastor asks politician supports gay marriage seems prepared reply ,"[pastor, politician]"
5524,alyssa milano made sex tape really important watch it i'm joking ,339.5,5845.5,17.217967599410898,alyssa milano made sex tape really important watch i'm joking,alyssa milano made sex tape really important watch it i'm joking ,alyssa milano made sex tape really important watch it i'm joking ,"[milano, tape, i]"
5525,dad thinks gay choice words said back chosen better ,145.375,2841.25,19.544282029234736,dad thinks gay choice words said back chosen better,dad thinks gay choice words said back chosen better ,dad thinks gay choice words said back chosen better ,"[dad, words]"
5526,love jerks get called way jerkface called,66.25,2959.75,44.675471698113206,love jerks get called way jerkface called,love jerks get called way jerkface called ,love jerks get called way jerkface called,[jerkface]
5527, images illustrate killing people middle night,91.0,2914.0,32.02197802197802,images illustrate killing people middle night, images illustrate killing people middle night , images illustrate killing people middle night,[images]
5528,disease killing people middle night ,64.0,2929.0,45.765625,disease killing people middle night,disease killing people middle night ,disease killing people middle night ,[]
5529, images illustrate taking many lives people sleep,68.0,2929.0,43.0735294117647,images illustrate taking many lives people sleep, images illustrate taking many lives people sleep , images illustrate taking many lives people sleep,"[images, people]"
