,headline
20996,watch these guys unknowingly cat call their moms and get an embarrassing lesson on harassment 
20997,a dangerous form of therapy that believe it or not is legal in states 
20998, seconds of wiggling jiggling sweating and shaking is all it took to get me off the couch 
20999, jewish children were saved from the holocaust by a single man this is how they thanked him 
21000, jewish children were saved from the holocaust by a single man this is how they thanked him 
21001, jewish children were saved from the holocaust by a single man this is how they thanked him 
21002, jewish children were saved from the holocaust by a single man this is how they thanked him 
21003,those who opposed black and white couples getting married lost nearly years ago what s next 
21004,they were sentenced to year in prison for marrying each other but then they fought back 
21005,they were sentenced to prison for marrying each other but then they fought back 
21006,there s a huge reason for those who support marriage equality to cheer right now 
21007,there was a time when this was also considered a threat to our social fabric and all that is us 
21008,why marriage equality means so much in a country that claims to be all about liberty and stuff 
21009,a big modeling company made an announcement that made a lot of women really happy 
